animal_id,outcome_type
A732240,Transfer
A708567,Transfer
A751132,Transfer
A734367,Adoption
A726993,Adoption
A753534,Return to Owner
A752027,Transfer
A743902,Adoption
A756926,Adoption
A738468,Transfer
A703716,Adoption
A740572,Adoption
A754963,Transfer
A662380,Return to Owner
A668799,Adoption
A720664,Transfer
A662148,Adoption
A762809,Adoption
A737476,Transfer
A687187,Adoption
A701546,Adoption
A703438,Return to Owner
A734065,Transfer
A745614,Transfer
A692785,Adoption
A730591,Adoption
A729472,Adoption
A669875,Return to Owner
A733142,Transfer
A725331,Return to Owner
A734877,Adoption
A713144,Adoption
A679955,Adoption
A760650,Euthanasia
A526238,Adoption
A738339,Adoption
A735394,Adoption
A699927,Return to Owner
A764876,Return to Owner
A721851,Adoption
A746302,Adoption
A752933,Adoption
A685923,Adoption
A733309,Transfer
A647894,Return to Owner
A671175,Transfer
A683816,Return to Owner
A355519,Return to Owner
A664927,Adoption
A725713,Adoption
A716691,Adoption
A761178,Transfer
A667363,Return to Owner
A710435,Transfer
A680546,Adoption
A745969,Adoption
A668634,Adoption
A752635,Return to Owner
A703341,Adoption
A550870,Return to Owner
A699271,Adoption
A684831,Adoption
A671448,Return to Owner
A713218,Return to Owner
A669126,Return to Owner
A724063,Transfer
A686007,Return to Owner
A696269,Adoption
A705815,Adoption
A714411,Adoption
A714972,Adoption
A665588,Transfer
A734364,Adoption
A683899,Transfer
A640511,Adoption
A736840,Transfer
A693177,Adoption
A749351,Adoption
A758022,Adoption
A684406,Adoption
A708601,Adoption
A720489,Adoption
A739873,Adoption
A760216,Adoption
A763223,Adoption
A747832,Adoption
A689397,Return to Owner
A702797,Adoption
A760579,Return to Owner
A733318,Adoption
A718739,Adoption
A672115,Transfer
A752253,Transfer
A703112,Adoption
A704947,Adoption
A691872,Adoption
A718890,Adoption
A681503,Adoption
A747755,Transfer
A723370,Transfer
A716340,Adoption
A708355,Transfer
A745701,Transfer
A757684,Transfer
A734728,Transfer
A706283,Adoption
A689239,Transfer
A584553,Adoption
A686385,Transfer
A746035,Transfer
A714188,Euthanasia
A706916,Adoption
A688588,Adoption
A724856,Adoption
A676406,Adoption
A678106,Adoption
A712326,Adoption
A731426,Return to Owner
A655871,Adoption
A736797,Return to Owner
A727250,Adoption
A694514,Adoption
A710790,Adoption
A717535,Adoption
A727497,Transfer
A685093,Transfer
A759770,Adoption
A719762,Transfer
A690376,Transfer
A697391,Adoption
A685677,Return to Owner
A754610,Transfer
A762096,Adoption
A737210,Transfer
A566618,Adoption
A690309,Adoption
A732852,Transfer
A692519,Transfer
A731860,Adoption
A684264,Return to Owner
A761002,Adoption
A718939,Adoption
A693905,Transfer
A702267,Euthanasia
A718609,Return to Owner
A754655,Adoption
A672204,Adoption
A701915,Adoption
A592545,Return to Owner
A749749,Transfer
A673512,Adoption
A697046,Euthanasia
A732337,Transfer
A723890,Adoption
A674755,Transfer
A735593,Transfer
A693730,Return to Owner
A725156,Adoption
A763126,Transfer
A685442,Adoption
A736788,Transfer
A733421,Adoption
A746674,Transfer
A731582,Transfer
A736988,Return to Owner
A736163,Transfer
A731602,Adoption
A701296,Transfer
A746960,Return to Owner
A685063,Adoption
A723115,Transfer
A669270,Adoption
A712031,Transfer
A708527,Transfer
A681527,Transfer
A531598,Return to Owner
A758760,Adoption
A673070,Adoption
A736005,Transfer
A751814,Transfer
A762716,Adoption
A668707,Adoption
A677222,Transfer
A704639,Transfer
A746284,Adoption
A713943,Transfer
A745946,Return to Owner
A660604,Adoption
A674115,Adoption
A747336,Euthanasia
A743837,Transfer
A732066,Adoption
A759925,Adoption
A735870,Adoption
A753054,Transfer
A726950,Adoption
A718429,Return to Owner
A725169,Transfer
A681173,Transfer
A689391,Transfer
A657854,Transfer
A678204,Adoption
A680186,Transfer
A672207,Adoption
A727922,Adoption
A706246,Transfer
A738593,Transfer
A721282,Adoption
A655647,Adoption
A683791,Transfer
A695921,Adoption
A726529,Adoption
A670607,Adoption
A726760,Transfer
A690485,Adoption
A731368,Transfer
A657415,Adoption
A744527,Adoption
A760734,Transfer
A699170,Transfer
A687860,Return to Owner
A705315,Transfer
A744297,Transfer
A753893,Transfer
A760604,Adoption
A711744,Transfer
A708279,Adoption
A612620,Return to Owner
A753304,Transfer
A663342,Adoption
A715897,Transfer
A677647,Adoption
A707308,Transfer
A692256,Transfer
A731042,Transfer
A709333,Return to Owner
A674165,Adoption
A668304,Adoption
A730373,Transfer
A701298,Transfer
A737183,Transfer
A714610,Adoption
A639762,Adoption
A707020,Adoption
A746258,Transfer
A690425,Transfer
A683664,Adoption
A759250,Adoption
A721545,Adoption
A749656,Transfer
A357846,Adoption
A673895,Adoption
A752050,Adoption
A694172,Adoption
A736354,Adoption
A704464,Transfer
A713403,Transfer
A714971,Adoption
A693265,Adoption
A761234,Adoption
A744478,Transfer
A672941,Adoption
A736581,Return to Owner
A669902,Return to Owner
A744517,Adoption
A688607,Adoption
A734995,Adoption
A741750,Adoption
A723789,Adoption
A710071,Adoption
A735069,Transfer
A676735,Return to Owner
A679593,Adoption
A761362,Adoption
A765014,Adoption
A697888,Transfer
A702258,Transfer
A309706,Return to Owner
A740430,Adoption
A759298,Adoption
A672575,Transfer
A689766,Adoption
A744317,Return to Owner
A697483,Adoption
A759831,Adoption
A759718,Transfer
A756160,Transfer
A667108,Transfer
A673443,Adoption
A660154,Transfer
A760426,Transfer
A707600,Adoption
A665206,Adoption
A741207,Adoption
A739373,Transfer
A711995,Adoption
A664922,Return to Owner
A701731,Return to Owner
A745147,Transfer
A732734,Transfer
A752289,Euthanasia
A753317,Transfer
A754018,Adoption
A685172,Return to Owner
A710354,Transfer
A678162,Transfer
A764226,Adoption
A751246,Adoption
A690610,Adoption
A712719,Transfer
A754384,Euthanasia
A713254,Adoption
A732632,Disposal
A739652,Adoption
A677534,Transfer
A647886,Transfer
A670357,Adoption
A738927,Transfer
A721898,Adoption
A699801,Adoption
A679910,Adoption
A752728,Adoption
A698049,Adoption
A751057,Adoption
A696215,Adoption
A763912,Adoption
A669824,Adoption
A716318,Transfer
A743807,Return to Owner
A552342,Return to Owner
A762828,Transfer
A721201,Transfer
A711613,Adoption
A707209,Transfer
A715147,Adoption
A664388,Transfer
A668533,Transfer
A670499,Adoption
A662820,Adoption
A685863,Transfer
A715119,Adoption
A751598,Adoption
A744423,Euthanasia
A705205,Adoption
A729252,Adoption
A734330,Adoption
A662043,Return to Owner
A665256,Transfer
A688502,Adoption
A703157,Adoption
A733002,Return to Owner
A710951,Transfer
A729797,Return to Owner
A674889,Return to Owner
A711632,Transfer
A679908,Adoption
A667797,Return to Owner
A707560,Transfer
A763678,Adoption
A715035,Transfer
A733634,Adoption
A686884,Return to Owner
A688578,Adoption
A754223,Adoption
A739583,Adoption
A721307,Transfer
A706217,Transfer
A689072,Transfer
A739775,Adoption
A756736,Adoption
A682305,Adoption
A735214,Adoption
A755427,Transfer
A701460,Adoption
A733817,Adoption
A721871,Adoption
A747401,Transfer
A655578,Transfer
A686051,Transfer
A757260,Adoption
A702162,Adoption
A672191,Adoption
A700681,Adoption
A760970,Adoption
A743956,Transfer
A715778,Adoption
A677364,Transfer
A762321,Adoption
A675026,Transfer
A759317,Adoption
A750581,Adoption
A712810,Transfer
A765512,Return to Owner
A671559,Adoption
A725967,Transfer
A725569,Adoption
A675849,Adoption
A695430,Return to Owner
A760261,Adoption
A758064,Transfer
A609719,Adoption
A685314,Return to Owner
A743619,Adoption
A734034,Adoption
A748944,Transfer
A722743,Transfer
A675506,Transfer
A717573,Adoption
A758140,Transfer
A729932,Adoption
A685238,Transfer
A726398,Transfer
A690225,Return to Owner
A755559,Transfer
A742140,Adoption
A700789,Adoption
A715207,Adoption
A750478,Return to Owner
A685634,Adoption
A683740,Transfer
A672610,Adoption
A675279,Transfer
A764997,Return to Owner
A719894,Transfer
A706277,Euthanasia
A759021,Transfer
A672369,Transfer
A705881,Transfer
A754174,Return to Owner
A745110,Adoption
A693360,Transfer
A741834,Transfer
A700027,Transfer
A690324,Return to Owner
A753961,Transfer
A715139,Adoption
A753489,Transfer
A739679,Adoption
A735889,Return to Owner
A734221,Adoption
A710225,Adoption
A734150,Transfer
A672015,Adoption
A714322,Return to Owner
A666401,Adoption
A683955,Adoption
A664540,Return to Owner
A685107,Adoption
A689675,Adoption
A672586,Transfer
A708630,Adoption
A700243,Adoption
A722885,Disposal
A753007,Adoption
A670441,Adoption
A738181,Transfer
A736944,Adoption
A712664,Adoption
A673208,Adoption
A741189,Adoption
A681904,Transfer
A676308,Euthanasia
A737792,Adoption
A684191,Transfer
A754113,Adoption
A673540,Return to Owner
A329502,Return to Owner
A660347,Transfer
A757584,Adoption
A663891,Transfer
A667201,Adoption
A758170,Adoption
A671513,Adoption
A732374,Adoption
A683909,Transfer
A718965,Adoption
A669568,Return to Owner
A705945,Adoption
A665136,Transfer
A643742,Return to Owner
A682883,Return to Owner
A677293,Transfer
A674042,Adoption
A677826,Adoption
A665808,Adoption
A722079,Adoption
A665029,Transfer
A754126,Return to Owner
A674350,Adoption
A709803,Transfer
A708143,Adoption
A762902,Transfer
A677984,Adoption
A700097,Adoption
A675309,Transfer
A730305,Transfer
A714473,Adoption
A684270,Transfer
A673850,Transfer
A710175,Transfer
A693599,Adoption
A719031,Transfer
A691138,Transfer
A729491,Adoption
A727647,Adoption
A725143,Adoption
A722512,Transfer
A722768,Adoption
A689110,Return to Owner
A758517,Transfer
A674221,Transfer
A674903,Transfer
A727099,Adoption
A734862,Transfer
A699757,Transfer
A697184,Adoption
A708717,Transfer
A729084,Adoption
A678869,Adoption
A755970,Adoption
A747788,Adoption
A724899,Adoption
A682923,Transfer
A529310,Return to Owner
A739277,Adoption
A669301,Adoption
A688965,Transfer
A719496,Transfer
A713278,Adoption
A719899,Return to Owner
A709980,Transfer
A705370,Transfer
A748661,Return to Owner
A755463,Return to Owner
A702988,Adoption
A723075,Adoption
A723285,Transfer
A715290,Transfer
A730840,Adoption
A724446,Return to Owner
A706922,Adoption
A705754,Adoption
A758611,Disposal
A706732,Adoption
A664756,Return to Owner
A728460,Adoption
A756801,Transfer
A746912,Adoption
A709857,Adoption
A726620,Transfer
A670312,Return to Owner
A690409,Return to Owner
A678147,Transfer
A675110,Adoption
A741705,Transfer
A737744,Return to Owner
A753040,Adoption
A688497,Transfer
A752237,Transfer
A716322,Transfer
A696067,Transfer
A733751,Adoption
A687671,Adoption
A706990,Transfer
A703137,Return to Owner
A682559,Transfer
A755395,Transfer
A707229,Transfer
A750929,Adoption
A739750,Adoption
A732740,Adoption
A725896,Adoption
A666064,Adoption
A709183,Adoption
A748057,Return to Owner
A709944,Transfer
A704335,Transfer
A754987,Adoption
A673580,Transfer
A749581,Transfer
A698783,Transfer
A703849,Transfer
A725445,Adoption
A761158,Adoption
A745280,Adoption
A717668,Adoption
A675802,Transfer
A695344,Adoption
A735683,Adoption
A671251,Adoption
A748145,Return to Owner
A708374,Transfer
A704062,Adoption
A733262,Adoption
A750599,Transfer
A753625,Adoption
A643741,Adoption
A697028,Adoption
A662131,Adoption
A621716,Adoption
A700148,Adoption
A705485,Transfer
A674960,Transfer
A702796,Adoption
A735674,Transfer
A738335,Adoption
A690423,Adoption
A752622,Return to Owner
A677287,Transfer
A668704,Adoption
A686407,Adoption
A702706,Adoption
A696875,Adoption
A748932,Adoption
A720796,Adoption
A724962,Adoption
A758672,Adoption
A609889,Adoption
A681697,Transfer
A682147,Adoption
A675615,Adoption
A714740,Adoption
A711203,Transfer
A758819,Adoption
A726421,Transfer
A693367,Adoption
A691348,Adoption
A743268,Adoption
A674006,Return to Owner
A736086,Adoption
A730304,Adoption
A684166,Transfer
A687963,Adoption
A742557,Adoption
A680489,Adoption
A756689,Transfer
A671140,Transfer
A676353,Euthanasia
A717536,Transfer
A677668,Transfer
A700202,Adoption
A470702,Adoption
A698268,Transfer
A682387,Adoption
A726209,Adoption
A712916,Adoption
A722250,Transfer
A763537,Adoption
A727447,Euthanasia
A667667,Transfer
A753193,Adoption
A744583,Adoption
A727281,Adoption
A743816,Adoption
A736584,Adoption
A672771,Transfer
A736811,Transfer
A742087,Adoption
A763324,Adoption
A725710,Transfer
A739774,Adoption
A756935,Adoption
A710358,Transfer
A729900,Transfer
A693241,Adoption
A749160,Adoption
A676826,Adoption
A681769,Adoption
A730472,Transfer
A690316,Adoption
A736757,Adoption
A705181,Transfer
A750513,Adoption
A753631,Adoption
A759058,Adoption
A678968,Transfer
A704984,Adoption
A728508,Adoption
A669485,Transfer
A722477,Transfer
A751432,Adoption
A695648,Transfer
A730581,Euthanasia
A713588,Return to Owner
A680125,Adoption
A622134,Return to Owner
A691013,Transfer
A691980,Adoption
A717926,Adoption
A686588,Return to Owner
A688496,Adoption
A703877,Adoption
A708533,Transfer
A704042,Transfer
A690256,Adoption
A719807,Adoption
A687261,Adoption
A619134,Return to Owner
A748821,Transfer
A704752,Transfer
A703922,Adoption
A739544,Euthanasia
A731269,Adoption
A711975,Transfer
A706981,Adoption
A736873,Transfer
A641238,Adoption
A710903,Transfer
A734870,Transfer
A717423,Adoption
A606546,Return to Owner
A735971,Return to Owner
A760950,Disposal
A673709,Transfer
A674726,Return to Owner
A671443,Return to Owner
A763344,Transfer
A743528,Return to Owner
A690038,Adoption
A748865,Transfer
A676970,Transfer
A752730,Transfer
A708376,Adoption
A680470,Adoption
A707406,Adoption
A719213,Adoption
A755356,Return to Owner
A692376,Transfer
A701629,Transfer
A710598,Adoption
A763874,Transfer
A675508,Transfer
A677303,Transfer
A676754,Transfer
A675164,Return to Owner
A712026,Transfer
A676184,Adoption
A684993,Transfer
A433746,Return to Owner
A732340,Return to Owner
A739334,Adoption
A681300,Adoption
A693568,Transfer
A763892,Adoption
A699555,Transfer
A674929,Adoption
A692656,Adoption
A740124,Adoption
A760309,Adoption
A705080,Transfer
A617707,Adoption
A713096,Adoption
A679529,Transfer
A686406,Adoption
A707769,Adoption
A684431,Adoption
A686520,Transfer
A761167,Adoption
A669462,Adoption
A755113,Adoption
A666702,Adoption
A681287,Adoption
A728638,Transfer
A758104,Adoption
A744283,Return to Owner
A695162,Adoption
A667366,Adoption
A666478,Adoption
A729259,Transfer
A751920,Adoption
A752501,Transfer
A701873,Return to Owner
A687922,Adoption
A733102,Adoption
A669176,Adoption
A709629,Adoption
A698813,Adoption
A710034,Transfer
A682968,Adoption
A732357,Adoption
A719869,Transfer
A749639,Adoption
A676002,Adoption
A679037,Adoption
A684465,Adoption
A460458,Return to Owner
A718474,Adoption
A730598,Adoption
A713649,Transfer
A697959,Adoption
A708602,Adoption
A695541,Transfer
A672770,Return to Owner
A734529,Transfer
A740877,Transfer
A750534,Adoption
A733374,Transfer
A711116,Adoption
A753914,Adoption
A752667,Adoption
A728457,Transfer
A739729,Adoption
A720295,Adoption
A763122,Adoption
A671489,Adoption
A710783,Transfer
A688432,Transfer
A702757,Return to Owner
A700336,Adoption
A699168,Transfer
A712769,Adoption
A747053,Adoption
A663925,Transfer
A666600,Transfer
A764749,Adoption
A734536,Adoption
A713580,Transfer
A728702,Adoption
A699430,Adoption
A692429,Return to Owner
A632870,Return to Owner
A712653,Adoption
A665440,Return to Owner
A711570,Adoption
A689728,Transfer
A699544,Adoption
A734908,Adoption
A688289,Transfer
A734751,Transfer
A732410,Adoption
A763284,Adoption
A753048,Adoption
A722767,Transfer
A687561,Adoption
A713290,Adoption
A753617,Adoption
A682838,Transfer
A674380,Adoption
A742908,Adoption
A665413,Adoption
A527951,Return to Owner
A727854,Adoption
A755974,Transfer
A710828,Transfer
A676947,Adoption
A706785,Transfer
A703811,Adoption
A529609,Return to Owner
A751035,Transfer
A732675,Transfer
A740975,Adoption
A679800,Return to Owner
A725610,Adoption
A710757,Adoption
A663789,Adoption
A677490,Transfer
A686577,Died
A664486,Transfer
A722883,Adoption
A702281,Return to Owner
A664720,Return to Owner
A748252,Return to Owner
A710226,Adoption
A723337,Transfer
A715230,Transfer
A689916,Adoption
A716528,Adoption
A708265,Transfer
A662137,Adoption
A718205,Adoption
A744649,Transfer
A748398,Adoption
A672446,Adoption
A515605,Adoption
A735445,Transfer
